customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-101385,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.73,447.48,No
CUST-101386,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.25,1901.07,Yes
CUST-101387,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.0,5818.74,No
CUST-101388,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.3,2071.96,Yes
CUST-101389,Female,1,Yes,No,59,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.88,5762.87,No
CUST-101390,Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,77.24,5156.49,No
CUST-101391,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,103.42,3879.16,No
CUST-101392,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.38,1322.73,No
CUST-101393,Female,0,No,Yes,24,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.53,1816.53,No
CUST-101394,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,95.9,4651.82,No
CUST-101395,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,87.52,5037.52,Yes
CUST-101396,Female,0,Yes,No,63,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.21,4943.23,No
CUST-101397,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.4,550.91,No
CUST-101398,Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),86.77,4237.01,No
CUST-101399,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.4,848.22,No
CUST-101400,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.35,1236.49,No
CUST-101401,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),110.11,693.56,Yes
CUST-101402,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),109.11,4343.9,Yes
CUST-101403,Male,1,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),101.76,6277.69,No
CUST-101404,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.99,2289.6,No
CUST-101405,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,77.91,3904.68,No
CUST-101406,Male,1,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),113.72,4726.34,Yes
CUST-101407,Female,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.37,4057.14,No
CUST-101408,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.28,275.51,No
CUST-101409,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),104.33,5483.27,No
CUST-101410,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.87,1826.75,No
CUST-101411,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,69.61,677.79,No
CUST-101412,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),92.87,4476.43,Yes
CUST-101413,Female,1,Yes,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.24,1982.63,No
CUST-101414,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,93.05,3288.26,Yes
CUST-101415,Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.8,2079.93,No
CUST-101416,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,103.78,2282.51,Yes
CUST-101417,Male,0,No,No,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,80.47,5138.45,No
CUST-101418,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,106.65,3117.66,Yes
CUST-101419,Male,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,54.01,2070.61,No
CUST-101420,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.96,145.95,Yes
CUST-101421,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,106.36,858.88,Yes
CUST-101422,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.05,914.16,No
CUST-101423,Female,1,No,Yes,71,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,83.69,6213.38,No
CUST-101424,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),95.13,1743.24,No
CUST-101425,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.55,2881.46,No
CUST-101426,Female,0,Yes,No,62,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,60.75,3826.6,No
CUST-101427,Female,0,No,No,23,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.82,2081.0,No
CUST-101428,Male,0,No,No,59,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),75.49,4232.29,No
CUST-101429,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.21,303.0,No
CUST-101430,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.69,1037.22,Yes
CUST-101431,Male,0,No,No,0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,58.42,0.0,No
CUST-101432,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,66.82,618.92,No
CUST-101433,Female,0,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.78,3474.65,No
CUST-101434,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.07,259.79,Yes
CUST-101435,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.81,1656.33,No
CUST-101436,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.77,1626.69,No
CUST-101437,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,98.6,1673.82,No
CUST-101438,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.91,77.73,No
CUST-101439,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,115.79,1257.98,No
CUST-101440,Female,1,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,79.34,792.43,No
CUST-101441,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,113.37,4513.82,Yes
CUST-101442,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,93.82,6035.99,No
CUST-101443,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,101.23,3067.2,No
CUST-101444,Male,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.09,3645.35,Yes
CUST-101445,Male,0,No,No,22,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.7,2052.09,Yes
CUST-101446,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,96.86,584.75,Yes
CUST-101447,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),80.01,1174.77,No
CUST-101448,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.67,2198.04,No
CUST-101449,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,115.26,6931.21,No
CUST-101450,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,114.38,2109.43,No
CUST-101451,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),103.85,7403.24,No
CUST-101452,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,47.02,2068.03,No
CUST-101453,Male,1,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,103.4,2545.19,No
CUST-101454,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.79,3047.78,Yes
CUST-101455,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.61,3935.84,No
CUST-101456,Female,1,No,No,50,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.69,3769.5,Yes
CUST-101457,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),74.88,4829.34,Yes
CUST-101458,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.24,2330.45,No
CUST-101459,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.56,49.35,Yes
CUST-101460,Female,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.85,2249.92,No
CUST-101461,Male,0,Yes,Yes,66,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,81.59,5472.88,Yes
CUST-101462,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,78.97,1224.48,Yes
CUST-101463,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.18,3461.39,No
CUST-101464,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.98,1279.55,No
CUST-101465,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,100.19,4020.77,Yes
CUST-101466,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.96,2608.05,Yes
CUST-101467,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,78.64,3200.3,No
CUST-101468,Female,0,No,No,0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,88.99,0.0,No
CUST-101469,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.66,1310.74,Yes
CUST-101470,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,4509.68,No
CUST-101471,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,119.83,7001.0,Yes
CUST-101472,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.98,4120.76,Yes
CUST-101473,Male,1,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,101.73,5368.9,No
CUST-101474,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.77,1234.6,No
CUST-101475,Male,0,Yes,Yes,6,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.51,297.1,Yes
CUST-101476,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,101.8,7334.2,No
CUST-101477,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.87,4622.59,Yes
CUST-101478,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.5,1939.53,No
CUST-101479,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.42,2635.62,No
CUST-101480,Male,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),98.61,1262.92,Yes
CUST-101481,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,94.71,6034.38,No
CUST-101482,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),96.99,2398.06,No
CUST-101483,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,78.56,3677.58,No
CUST-101484,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,107.33,3116.44,Yes
CUST-101485,Female,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),85.37,1170.08,Yes
CUST-101486,Male,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.21,5232.33,Yes
CUST-101487,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.6,940.06,No
CUST-101488,Male,1,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),96.57,96.01,Yes
CUST-101489,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.53,401.36,No
CUST-101490,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.41,2678.93,No
CUST-101491,Male,1,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.97,2141.7,No
CUST-101492,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.01,4886.85,No
CUST-101493,Male,0,Yes,No,56,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),64.73,3521.48,No
CUST-101494,Male,0,Yes,No,47,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,72.81,3547.2,No
CUST-101495,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,106.36,7363.0,No
CUST-101496,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.13,612.77,Yes
CUST-101497,Female,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.9,390.74,Yes
CUST-101498,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.97,1878.6,Yes
CUST-101499,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),104.91,7002.46,No
CUST-101500,Female,0,No,Yes,42,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,53.34,2203.3,No
CUST-101501,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),105.56,7706.1,No
CUST-101502,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.24,1267.2,No
CUST-101503,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.17,2149.55,No
CUST-101504,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,106.72,3904.41,Yes
CUST-101505,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),70.71,4665.59,No
CUST-101506,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,98.24,4577.61,No
CUST-101507,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.52,3128.93,Yes
CUST-101508,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,97.02,1639.05,Yes
CUST-101509,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,92.08,2089.48,No
CUST-101510,Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,107.45,558.2,Yes
CUST-101511,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.75,224.62,Yes
CUST-101512,Female,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,658.39,Yes
CUST-101513,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,81.89,171.06,No
CUST-101514,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.47,3532.4,No
CUST-101515,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,76.44,226.54,Yes
CUST-101516,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.71,820.64,Yes
CUST-101517,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.74,3071.87,Yes
CUST-101518,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.16,165.91,Yes
CUST-101519,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,72.18,1798.35,No
CUST-101520,Female,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.82,528.54,No
CUST-101521,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,94.34,274.97,No
CUST-101522,Male,1,Yes,No,15,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,68.7,1034.52,Yes
CUST-101523,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.66,504.33,No
CUST-101524,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.1,503.59,Yes
CUST-101525,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,85.4,3976.22,Yes
CUST-101526,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.68,340.48,No
CUST-101527,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.57,6456.39,Yes
CUST-101528,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.32,1479.8,No
CUST-101529,Female,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.58,2369.08,No
CUST-101530,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.22,5791.57,No
CUST-101531,Male,1,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.79,2555.92,Yes
CUST-101532,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,106.86,3333.42,Yes
CUST-101533,Male,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.35,5571.85,Yes
CUST-101534,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,81.54,3153.79,No
CUST-101535,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.04,1982.94,No
CUST-101536,Male,1,No,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.2,5055.89,No
CUST-101537,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.02,4912.14,No
CUST-101538,Female,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.92,1508.57,No
CUST-101539,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.08,4556.5,No
CUST-101540,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),101.52,4913.23,No
CUST-101541,Male,0,No,No,71,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.45,6028.45,No
CUST-101542,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),97.51,4845.48,Yes
CUST-101543,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,82.8,1801.98,Yes
CUST-101544,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.97,73.12,No
CUST-101545,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.67,6056.29,No
CUST-101546,Female,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.16,703.95,No
CUST-101547,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,98.63,2844.27,Yes
CUST-101548,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.42,6585.63,Yes
CUST-101549,Male,1,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.1,922.04,No
CUST-101550,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),103.48,201.75,Yes
CUST-101551,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,121.71,6328.72,No
CUST-101552,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),121.92,8168.93,No
CUST-101553,Female,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,79.68,5006.31,Yes
CUST-101554,Male,0,No,Yes,63,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,80.64,5168.06,No
CUST-101555,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.17,4363.27,Yes
CUST-101556,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),109.48,5402.41,Yes
CUST-101557,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.18,6624.19,Yes
CUST-101558,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.62,2161.07,No
CUST-101559,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),106.36,5716.92,No
CUST-101560,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.56,547.72,No
CUST-101561,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,105.4,3887.26,Yes
CUST-101562,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,94.78,2077.54,No
